lead_id,interaction_id,interaction_datetime,channel,platform,campaign_name,campaign_type,course,click_id,cost
L0085,I000433,2026-05-11 17:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Agronegócio,GCLID_56a6a30baa70,8.1
L0085,I000434,2026-05-15 12:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Agronegócio,,0.0
L0085,I000435,2026-05-16 07:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Agronegócio,GCLID_378c2f13ccac,6.65
L0085,I000436,2026-05-25 03:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Agronegócio,,0.0
L0086,I000437,2026-03-02 07:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,Data Science,,0.0
L0086,I000438,2026-03-13 14:00:00,Google Ads,Google,Google Ads - Data Science,especifica,Data Science,GCLID_d1676007aaf2,4.63
L0086,I000439,2026-03-20 20:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Data Science,FBCLID_8f9dedec7ddc,5.98
L0086,I000440,2026-03-21 17:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Data Science,,1.93
L0086,I000441,2026-03-22 21:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Data Science,,0.0
L0086,I000442,2026-03-28 04:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Data Science,especifica,Data Science,,1.24
L0086,I000443,2026-04-04 20:00:00,Orgânico,Site,Orgânico - Performance,performance,Data Science,,0.0
L0086,I000444,2026-04-08 08:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Data Science,FBCLID_00c7eb6e2da2,2.59
L0086,I000445,2026-04-15 22:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Data Science,,4.35
L0086,I000446,2026-04-17 01:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Data Science,especifica,Data Science,,1.39
L0086,I000447,2026-04-17 10:00:00,Orgânico,Site,Orgânico - Performance,performance,Data Science,,0.0
L0086,I000448,2026-04-24 17:00:00,Orgânico,Site,Orgânico - Data Science,especifica,Data Science,,0.0
L0087,I000449,2026-01-08 16:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Agronegócio,,4.24
L0087,I000450,2026-01-14 22:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Agronegócio,,0.0
L0087,I000451,2026-01-15 03:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Agronegócio,,0.0
L0087,I000452,2026-01-23 16:00:00,Google Ads,Google,Google Ads - Agronegócio,especifica,Agronegócio,GCLID_b97cd0513932,4.72
L0087,I000453,2026-01-27 22:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,Agronegócio,,0.0
L0087,I000454,2026-02-08 20:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Agronegócio,,7.3
L0087,I000455,2026-02-11 04:00:00,Google Ads,Google,Google Ads - Agronegócio,especifica,Agronegócio,GCLID_24b58806bf62,8.04
L0087,I000456,2026-02-18 09:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,2.87
L0087,I000457,2026-02-25 23:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,1.36
L0087,I000458,2026-03-08 07:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Agronegócio,GCLID_fda4d5764580,2.06
L0087,I000459,2026-03-09 02:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,0.84
L0088,I000460,2026-04-22 19:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Data Science,,0.0
L0088,I000461,2026-04-24 16:00:00,TikTok Ads,TikTok,TikTok Ads - Data Science,especifica,Data Science,,7.48
L0089,I000462,2026-04-07 00:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Engenharia de Software,FBCLID_a812525aa6bd,1.35
L0089,I000463,2026-04-16 02:00:00,TikTok Ads,TikTok,TikTok Ads - Engenharia de Software,especifica,Engenharia de Software,,1.29
L0089,I000464,2026-04-26 11:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Engenharia de Software,GCLID_d5fda8965d72,6.95
L0090,I000465,2026-01-28 01:00:00,Meta Ads,Meta,Meta Ads - Data Science,especifica,Data Science,FBCLID_5e5dcde14e6b,1.44
L0090,I000466,2026-02-03 06:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Data Science,,4.66
L0090,I000467,2026-02-07 18:00:00,E-mail,CRM,E-mail - Data Science,especifica,Data Science,,0.0
L0090,I000468,2026-02-14 06:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,8.76
L0090,I000469,2026-02-23 04:00:00,Orgânico,Site,Orgânico - Performance,performance,Data Science,,0.0
L0090,I000470,2026-02-27 23:00:00,Orgânico,Site,Orgânico - Data Science,especifica,Data Science,,0.0
L0090,I000471,2026-03-06 04:00:00,Google Ads,Google,Google Ads - Data Science,especifica,Data Science,GCLID_ee940e085b46,7.6
L0090,I000472,2026-03-11 03:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Data Science,especifica,Data Science,,2.52
L0090,I000473,2026-03-14 18:00:00,Meta Ads,Meta,Meta Ads - Data Science,especifica,Data Science,FBCLID_917cac6e8043,2.29
L0091,I000474,2026-02-06 09:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Marketing Digital,,5.6
L0092,I000475,2026-04-30 19:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Engenharia de Software,,9.0
L0092,I000476,2026-05-09 22:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Engenharia de Software,FBCLID_e57f3410d997,7.93
L0092,I000477,2026-05-10 21:00:00,Google Ads,Google,Google Ads - Performance,performance,Engenharia de Software,GCLID_1303b0889785,3.47
L0092,I000478,2026-05-22 01:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Engenharia de Software,especifica,Engenharia de Software,,7.93
L0093,I000479,2026-01-14 17:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,MBA em Gestão,FBCLID_e18bc25b5786,2.61
L0094,I000480,2026-05-27 17:00:00,TikTok Ads,TikTok,TikTok Ads - Engenharia de Software,especifica,Engenharia de Software,,1.75
L0094,I000481,2026-06-03 06:00:00,E-mail,CRM,E-mail - Engenharia de Software,especifica,Engenharia de Software,,0.0
L0094,I000482,2026-06-13 20:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Engenharia de Software,FBCLID_e577af25e734,2.01
L0094,I000483,2026-06-18 18:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Engenharia de Software,FBCLID_a6c578d58675,8.73
L0094,I000484,2026-06-19 11:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Engenharia de Software,especifica,Engenharia de Software,,4.02
L0094,I000485,2026-06-30 20:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Engenharia de Software,,0.0
L0094,I000486,2026-07-07 09:00:00,Orgânico,Site,Orgânico - Engenharia de Software,especifica,Engenharia de Software,,0.0
L0094,I000487,2026-07-08 16:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Engenharia de Software,FBCLID_e3c5694b1704,4.05
L0094,I000488,2026-07-08 19:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Engenharia de Software,,1.76
L0094,I000489,2026-07-13 13:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,Engenharia de Software,,0.0
L0094,I000490,2026-07-25 19:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Engenharia de Software,,0.0
L0094,I000491,2026-07-27 11:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Engenharia de Software,GCLID_9c94da98e2c1,3.25
L0094,I000492,2026-08-06 04:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Engenharia de Software,,4.99
L0095,I000493,2026-03-18 13:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,Engenharia de Software,,0.0
L0096,I000494,2026-01-28 12:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,MBA em Gestão,,6.41
L0096,I000495,2026-02-06 11:00:00,Google Ads,Google,Google Ads - MBA em Gestão,especifica,MBA em Gestão,GCLID_36bf3eebaf6c,7.98
L0096,I000496,2026-02-14 05:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,MBA em Gestão,,0.0
L0096,I000497,2026-02-25 19:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,MBA em Gestão,,0.0
L0096,I000498,2026-02-27 15:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,MBA em Gestão,,1.45
L0096,I000499,2026-03-08 12:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,MBA em Gestão,,8.98
L0096,I000500,2026-03-18 02:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,MBA em Gestão,,0.0
L0096,I000501,2026-03-28 09:00:00,Google Ads,Google,Google Ads - Performance,performance,MBA em Gestão,GCLID_77e1ea408892,7.62
L0096,I000502,2026-04-07 00:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,MBA em Gestão,GCLID_a1ebf50a0d28,1.27
L0096,I000503,2026-04-14 00:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,MBA em Gestão,,2.08
L0096,I000504,2026-05-18 03:00:00,Google Ads,Google,Google Ads - Agronegócio,especifica,Agronegócio,GCLID_d14e0265f682,8.37
L0096,I000505,2026-05-20 03:00:00,TikTok Ads,TikTok,TikTok Ads - Agronegócio,especifica,Agronegócio,,3.11
L0096,I000506,2026-05-24 03:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Agronegócio,GCLID_35cebe54016b,6.79
L0097,I000507,2026-03-06 10:00:00,Google Ads,Google,Google Ads - Agronegócio,especifica,Agronegócio,GCLID_dcad70259d0a,3.05
L0097,I000508,2026-03-10 13:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Agronegócio,,3.01
L0097,I000509,2026-03-18 00:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Agronegócio,FBCLID_b446cf6533de,3.54
L0098,I000510,2026-02-04 07:00:00,Google Ads,Google,Google Ads - MBA em Gestão,especifica,MBA em Gestão,GCLID_b93e162cc058,4.46
L0099,I000511,2026-05-01 11:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Agronegócio,,0.0
L0099,I000512,2026-05-12 04:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Agronegócio,,7.94
L0099,I000513,2026-05-21 02:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Agronegócio,,0.0
L0099,I000514,2026-06-02 03:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Agronegócio,FBCLID_d72af3fb5250,6.07
L0099,I000515,2026-06-07 04:00:00,E-mail,CRM,E-mail - Performance,performance,Agronegócio,,0.0
L0099,I000516,2026-06-17 12:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,Agronegócio,,0.0
L0099,I000517,2026-06-24 14:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Agronegócio,especifica,Agronegócio,,4.87
L0099,I000518,2026-06-30 21:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Agronegócio,FBCLID_405c6ab0ba78,4.53
L0099,I000519,2026-07-12 23:00:00,Meta Ads,Meta,Meta Ads - Agronegócio,especifica,Agronegócio,FBCLID_936a6277bc68,2.99
L0099,I000520,2026-07-18 14:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Agronegócio,FBCLID_a54b7be27c8a,2.07
L0099,I000521,2026-07-21 01:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Agronegócio,,6.17
L0099,I000522,2026-07-22 02:00:00,Google Ads,Google,Google Ads - Performance,performance,Agronegócio,GCLID_c234c4e7fb84,5.76
L0100,I000523,2026-02-13 23:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - MBA em Gestão,especifica,MBA em Gestão,,6.72
L0100,I000524,2026-02-23 19:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,MBA em Gestão,,0.0
L0100,I000525,2026-03-06 21:00:00,E-mail,CRM,E-mail - MBA em Gestão,especifica,MBA em Gestão,,0.0
L0100,I000526,2026-03-09 14:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,MBA em Gestão,,8.77
L0100,I000527,2026-03-17 09:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,MBA em Gestão,,0.0
L0100,I000528,2026-03-24 08:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,MBA em Gestão,,3.57
L0100,I000529,2026-04-03 00:00:00,E-mail,CRM,E-mail - Performance,performance,MBA em Gestão,,0.0
L0100,I000530,2026-04-14 14:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,MBA em Gestão,,0.0
L0100,I000531,2026-04-17 07:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,MBA em Gestão,FBCLID_da8dd8db3a91,1.67
L0101,I000532,2026-04-14 07:00:00,Orgânico,Site,Orgânico - Performance,performance,Engenharia de Software,,0.0
L0101,I000533,2026-04-16 03:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,Engenharia de Software,,0.0
L0101,I000534,2026-04-28 07:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Engenharia de Software,,3.58
L0101,I000535,2026-05-10 16:00:00,Google Ads,Google,Google Ads - Engenharia de Software,especifica,Engenharia de Software,GCLID_96bbf8cefbc6,5.29
L0102,I000536,2026-01-17 22:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,MBA em Gestão,,7.83
L0102,I000537,2026-01-29 05:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,MBA em Gestão,,0.0
L0102,I000538,2026-01-30 07:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,MBA em Gestão,,0.0
L0102,I000539,2026-02-07 11:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,MBA em Gestão,,8.58
L0102,I000540,2026-02-11 19:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,MBA em Gestão,,0.0
L0102,I000541,2026-02-24 04:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,MBA em Gestão,,2.15
L0102,I000542,2026-03-02 01:00:00,Google Ads,Google,Google Ads - MBA em Gestão,especifica,MBA em Gestão,GCLID_955fc1c7b902,8.89
L0102,I000543,2026-03-04 21:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,MBA em Gestão,GCLID_9bd902c0f993,4.48
L0102,I000544,2026-03-09 21:00:00,Google Ads,Google,Google Ads - Performance,performance,MBA em Gestão,GCLID_e7b190f709f8,3.28
L0102,I000545,2026-03-15 02:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,MBA em Gestão,,5.33
L0102,I000546,2026-03-24 15:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,MBA em Gestão,GCLID_53242647d62b,1.65
L0102,I000547,2026-03-30 05:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,MBA em Gestão,,4.19
L0102,I000548,2026-04-05 06:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,MBA em Gestão,FBCLID_cf773f99d9d4,0.93
L0102,I000549,2026-04-08 02:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,MBA em Gestão,GCLID_50fcd5cb3068,4.0
L0103,I000550,2026-01-18 03:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Marketing Digital,,2.05
L0103,I000551,2026-01-29 15:00:00,Meta Ads,Meta,Meta Ads - Marketing Digital,especifica,Marketing Digital,FBCLID_4e8443b13be8,7.12
L0104,I000552,2026-01-26 19:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,MBA em Gestão,FBCLID_1ce8447bff93,6.0
L0104,I000553,2026-02-04 18:00:00,Google Ads,Google,Google Ads - MBA em Gestão,especifica,MBA em Gestão,GCLID_b3226df8acb5,2.89
L0104,I000554,2026-02-09 09:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,MBA em Gestão,FBCLID_b5416098ed75,2.43
L0104,I000555,2026-02-19 03:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,MBA em Gestão,,3.35
L0104,I000556,2026-02-26 08:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,MBA em Gestão,,0.0
L0105,I000557,2026-04-03 19:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Marketing Digital,,0.0
L0106,I000558,2026-03-26 10:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Engenharia de Software,especifica,Engenharia de Software,,7.38
L0106,I000559,2026-03-28 22:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Engenharia de Software,,1.1
L0106,I000560,2026-04-04 07:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Engenharia de Software,,6.51
L0106,I000561,2026-04-06 09:00:00,TikTok Ads,TikTok,TikTok Ads - Engenharia de Software,especifica,Engenharia de Software,,2.37
L0106,I000562,2026-04-11 07:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Engenharia de Software,,0.0
L0107,I000563,2026-03-11 18:00:00,Google Ads,Google,Google Ads - Performance,performance,Marketing Digital,GCLID_f7d475b1d410,6.63
L0107,I000564,2026-03-17 00:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Marketing Digital,,7.47
L0107,I000565,2026-03-29 12:00:00,E-mail,CRM,E-mail - Marketing Digital,especifica,Marketing Digital,,0.0
L0107,I000566,2026-04-09 04:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Marketing Digital,GCLID_e8b0c22aeb45,4.51
L0107,I000567,2026-04-13 10:00:00,TikTok Ads,TikTok,TikTok Ads - Marketing Digital,especifica,Marketing Digital,,4.1
L0108,I000568,2026-05-19 15:00:00,Meta Ads,Meta,Meta Ads - MBA em Gestão,especifica,MBA em Gestão,FBCLID_e35b251e8dfb,3.65
L0108,I000569,2026-05-26 19:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,MBA em Gestão,FBCLID_40a98c6af1a7,8.69
L0108,I000570,2026-05-26 19:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,MBA em Gestão,,5.45
L0108,I000571,2026-06-01 09:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,MBA em Gestão,,0.91
L0110,I000574,2026-03-20 18:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Agronegócio,,0.93
L0110,I000575,2026-03-22 16:00:00,Orgânico,Site,Orgânico - Agronegócio,especifica,Agronegócio,,0.0
L0110,I000576,2026-03-27 11:00:00,Google Ads,Google,Google Ads - Performance,performance,Agronegócio,GCLID_34f34dc2eb34,3.35
L0111,I000577,2026-05-07 22:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Marketing Digital,,8.68
L0111,I000578,2026-05-20 10:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Marketing Digital,,1.83
L0111,I000579,2026-05-20 13:00:00,Orgânico,Site,Orgânico - Performance,performance,Marketing Digital,,0.0
L0111,I000580,2026-06-02 04:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Marketing Digital,,5.91
L0112,I000581,2026-04-23 13:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Engenharia de Software,FBCLID_4c521e491405,7.51
L0112,I000582,2026-04-30 02:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Engenharia de Software,GCLID_eb03a4418fc8,2.01
L0112,I000583,2026-04-30 07:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Engenharia de Software,,3.73
L0112,I000584,2026-05-06 09:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Engenharia de Software,,8.31
L0112,I000585,2026-05-07 10:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Engenharia de Software,,0.0
L0112,I000586,2026-05-19 23:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Engenharia de Software,FBCLID_aea51f4acb1c,8.36
L0112,I000587,2026-05-23 07:00:00,Orgânico,Site,Orgânico - Engenharia de Software,especifica,Engenharia de Software,,0.0
L0112,I000588,2026-05-28 20:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Engenharia de Software,FBCLID_7f4952dd72f8,5.46
L0113,I000589,2026-01-22 01:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Engenharia de Software,,0.0
L0113,I000590,2026-01-30 19:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Engenharia de Software,,2.78
L0113,I000591,2026-02-11 20:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Engenharia de Software,FBCLID_25848db9856a,1.94
L0113,I000592,2026-02-21 19:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Engenharia de Software,GCLID_b29eaa240e79,5.82
L0113,I000593,2026-02-22 01:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Engenharia de Software,GCLID_7452a6500c18,5.18
L0114,I000594,2026-03-11 09:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Data Science,FBCLID_58639a57bcca,2.66
L0114,I000595,2026-03-15 13:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Data Science,especifica,Data Science,,5.77
L0115,I000596,2026-03-23 20:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Data Science,,0.0
L0115,I000597,2026-03-27 18:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Data Science,FBCLID_69a7e3e9a70a,4.41
L0115,I000598,2026-04-03 19:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,2.64
L0115,I000599,2026-04-15 19:00:00,E-mail,CRM,E-mail - Data Science,especifica,Data Science,,0.0
L0117,I000606,2026-01-29 08:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Data Science,FBCLID_86342fd38f69,1.79
L0117,I000607,2026-02-04 07:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Data Science,FBCLID_5190b2bf1d6d,8.77
L0118,I000608,2026-06-08 17:00:00,Orgânico,Site,Orgânico - Agronegócio,especifica,Agronegócio,,0.0
L0118,I000609,2026-06-21 10:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Agronegócio,,6.63
L0118,I000610,2026-07-02 19:00:00,Orgânico,Site,Orgânico - Agronegócio,especifica,Agronegócio,,0.0
L0118,I000611,2026-07-15 10:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Agronegócio,,6.54
L0118,I000612,2026-07-27 13:00:00,Orgânico,Site,Orgânico - Performance,performance,Agronegócio,,0.0
L0119,I000613,2026-05-29 20:00:00,E-mail,CRM,E-mail - Performance,performance,Data Science,,0.0
L0119,I000614,2026-05-30 15:00:00,Meta Ads,Meta,Meta Ads - Data Science,especifica,Data Science,FBCLID_926a7ad93527,8.2
L0119,I000615,2026-06-11 13:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Data Science,,8.34
L0119,I000616,2026-06-16 03:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Data Science,FBCLID_265f8086f748,5.97
L0120,I000617,2026-05-04 08:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Data Science,FBCLID_c4b25d0135a5,4.87
L0120,I000618,2026-05-15 02:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Data Science,,0.0
L0120,I000619,2026-05-18 05:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Data Science,,8.7
L0120,I000620,2026-05-27 18:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,6.44
L0120,I000621,2026-06-30 04:00:00,E-mail,CRM,E-mail - Agronegócio,especifica,Agronegócio,,0.0
L0120,I000622,2026-07-11 04:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Agronegócio,,0.0
